LON;LAT;OBJECTID;CUI;CUEANEXO;CUE;ANEXO;SECTOR;DOM_EDIFIC;DOM_ESTABL;NOMB_EST;NOMB_ABR;TELEFONO;EMAIL;CODPOST;PAGINAWEB;NIVMOD;NIVELMODAL;DEPFUN;DE;COMUNA;BARRIO;AREAPROGRA;ESTADO;POINT_X;POINT_Y;NIVEL;TIPEST
-58.4660262194736;-34.5815250505456;2344;202040;20261900;202619;0;2;TRONADOR 1015;TRONADOR 1015;JARDIN MOTRICHICOS;J MOTRICHICOS;4554-1922;INFOMOTRICHICOS@YAHOO.COM.AR;C1427;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/RIAE.PHP?MENU_ID=23314;INICOM IEA;NIVEL INICIAL COMUN INSTITUTO EDUCATIVO ASISTENCIAL (IEA);GO REGISTRO DE INSTITUTOS EDUCATIVOS ASISTENCIALES;14;15;VILLA ORTUZAR;10 - HOSP TORNU;1;9.974.982.279.999.990;10.529.650.480.000.000;INICIAL COMUN;RIEA (INSTITUTO EDUCATIVO ASISTENCIAL NO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.4447617167389;-34.6251948674673;2345;201913;20261301;202613;1;2;VICTOR MARTINEZ 287;VICTOR MARTINEZ 287;EL JARDIN DE LOS ABRAZOS;EL JARDIN DE LOS ABRAZOS;4433-0309;ELJARDINDELOSABRAZOS@HOTMAIL.COM;C1406;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/RIAE.PHP?MENU_ID=23314;INICOM IEA;NIVEL INICIAL COMUN INSTITUTO EDUCATIVO ASISTENCIAL (IEA);GO REGISTRO DE INSTITUTOS EDUCATIVOS ASISTENCIALES;8;6;CABALLITO;06 - HOSP PIÑERO;1;10.169.998.950.000.000;10.045.192.630.000.000;INICIAL COMUN;RIEA (INSTITUTO EDUCATIVO ASISTENCIAL NO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.5079695982239;-34.6063781431597;2346;202098;20267700;202677;0;2;SIMBRON 4136;SIMBRON 4136;LA CASITA DEL HORNERO;LA CASITA DEL HORNERO;4566-5442;PAULAGMARTINEZ@YAHOO.COM.AR;C1417;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/RIAE.PHP?MENU_ID=23314;INICOM IEA;NIVEL INICIAL COMUN INSTITUTO EDUCATIVO ASISTENCIAL (IEA);GO REGISTRO DE INSTITUTOS EDUCATIVOS ASISTENCIALES;17;11;VILLA DEVOTO;12 - HOSP ZUBIZARRETA;1;9.590.273.490.000.000;10.253.854.670.000.000;INICIAL COMUN;RIEA (INSTITUTO EDUCATIVO ASISTENCIAL NO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.4472557056144;-34.5954802351879;2347;202110;20259601;202596;1;2;DARWIN 416;DARWIN 416;MI JARDIN;MI JARDIN;4854-6798;DIRECCION@ESCUELAMIJARDIN.COM.AR;C1414;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/RIAE.PHP?MENU_ID=23314;INICOM IEA;NIVEL INICIAL COMUN INSTITUTO EDUCATIVO ASISTENCIAL (IEA);GO REGISTRO DE INSTITUTOS EDUCATIVOS ASISTENCIALES;14;15;VILLA CRESPO;03 - HOSP DURAND;1;10.147.178.930.000.000;10.374.831.040.000.000;INICIAL COMUN;RIEA (INSTITUTO EDUCATIVO ASISTENCIAL NO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.45554650246;-34.6158707721142;2348;201944;20259000;202590;0;2;NEUQUEN 1554;NEUQUEN 1554;ESCUELA INFANTIL SNOOPY;EI SNOOPY;4431-6136;PUEBLOAZUL@FIBERTEL.COM.AR;C1406;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/RIAE.PHP?MENU_ID=23314;INICOM IEA;NIVEL INICIAL COMUN INSTITUTO EDUCATIVO ASISTENCIAL (IEA);GO REGISTRO DE INSTITUTOS EDUCATIVOS ASISTENCIALES;7;6;CABALLITO;01 - HOSP ALVAREZ;1;10.071.107.160.000.000;10.148.640.500.000.000;INICIAL COMUN;RIEA (INSTITUTO EDUCATIVO ASISTENCIAL NO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.4560872811077;-34.5658099125247;2349;202121;20273400;202734;0;2;LA PAMPA 2589;LA PAMPA 2589;PLANETA JUEGO BELGRANO;PLANETA JUEGO BELGRANO;4706-3903 / 2920;KINDERBELGRANO@GMAIL.COM;C1428;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/RIAE.PHP?MENU_ID=23314;INICOM IEA;NIVEL INICIAL COMUN INSTITUTO EDUCATIVO ASISTENCIAL (IEA);GO REGISTRO DE INSTITUTOS EDUCATIVOS ASISTENCIALES;10;13;BELGRANO;07 - HOSP PIROVANO;1;10.066.183.920.000.000;10.703.981.370.000.000;INICIAL COMUN;RIEA (INSTITUTO EDUCATIVO ASISTENCIAL NO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.3890906652556;-34.5983302307885;2351;202062;20269500;202695;0;2;PARAGUAY 1557;PARAGUAY 1557;JARDIN DEL PINO;J DEL PINO;4811-6511;JARDINDELPINO1@HOTMAIL.COM;C1061;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/RIAE.PHP?MENU_ID=23314;INICOM IEA;NIVEL INICIAL COMUN INSTITUTO EDUCATIVO ASISTENCIAL (IEA);GO REGISTRO DE INSTITUTOS EDUCATIVOS ASISTENCIALES;1;2;RECOLETA;04 - HOSP FERNANDEZ;1;10.680.733.670.000.000;10.342.979.680.000.000;INICIAL COMUN;RIEA (INSTITUTO EDUCATIVO ASISTENCIAL NO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.4142284662467;-34.585119320575;2352;202115;20261501;202615;1;2;ARENALES 3702;ARENALES 3702;NEW HAMELIN BEBECITOS;NEW HAMELIN BEBECITOS;4832-5200;NEW.HAMELIN@GMAIL.COM;C1425;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/RIAE.PHP?MENU_ID=23314;INICOM IEA;NIVEL INICIAL COMUN INSTITUTO EDUCATIVO ASISTENCIAL (IEA);GO REGISTRO DE INSTITUTOS EDUCATIVOS ASISTENCIALES;9;14;PALERMO;04 - HOSP FERNANDEZ;1;10.450.209.950.000.000;10.489.671.910.000.000;INICIAL COMUN;RIEA (INSTITUTO EDUCATIVO ASISTENCIAL NO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.4393261923019;-34.6057230919192;2353;202108;20255700;202557;0;2;AVDA. LEOPOLDO MARECHAL 1092;AVDA. LEOPOLDO MARECHAL 1092;MELODY GARDEN;MELODY GARDEN;4982-5745;KINDER@NEWLANDCOLLEGE.COM.AR;C1416;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/RIAE.PHP?MENU_ID=23314;INICOM IEA;NIVEL INICIAL COMUN INSTITUTO EDUCATIVO ASISTENCIAL (IEA);GO REGISTRO DE INSTITUTOS EDUCATIVOS ASISTENCIALES;7;6;CABALLITO;03 - HOSP DURAND;1;10.219.894.100.000.000;10.261.189.700.000.000;INICIAL COMUN;RIEA (INSTITUTO EDUCATIVO ASISTENCIAL NO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.5174792462164;-34.6102235127364;2354;202057;20271300;202713;0;2;DESAGÜADERO 3441;DESAGÜADERO 3441;JARDIN DE LA PLAZA;J DE LA PLAZA;4566-9630;ANIMARCE55@HOTMAIL.COM;C1417;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/RIAE.PHP?MENU_ID=23314;INICOM IEA;NIVEL INICIAL COMUN INSTITUTO EDUCATIVO ASISTENCIAL (IEA);GO REGISTRO DE INSTITUTOS EDUCATIVOS ASISTENCIALES;17;11;VILLA DEVOTO;12 - HOSP ZUBIZARRETA;1;9.503.071.160.000.000;10.211.153.419.999.900;INICIAL COMUN;RIEA (INSTITUTO EDUCATIVO ASISTENCIAL NO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.5016236992659;-34.6035307512026;2355;200995;20255200;202552;0;2;EMILIO LAMARCA 3136;EMILIO LAMARCA 3136;EL JARDIN DE LA CUADRA;EL JARDIN DE LA CUADRA;4502-9633;ELJARDINDELACUADRA@FIBERTEL.COM.AR;C1417;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/RIAE.PHP?MENU_ID=23314;INICOM IEA;NIVEL INICIAL COMUN INSTITUTO EDUCATIVO ASISTENCIAL (IEA);GO REGISTRO DE INSTITUTOS EDUCATIVOS ASISTENCIALES;17;11;VILLA DEL PARQUE;12 - HOSP ZUBIZARRETA;1;9.648.467.890.000.000;10.285.466.030.000.000;INICIAL COMUN;RIEA (INSTITUTO EDUCATIVO ASISTENCIAL NO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.450988876573;-34.6245961535923;2356;201977;20269800;202698;0;2;AVDA. RIVADAVIA 6060;AVDA. RIVADAVIA 6060;ESCUELA INFANTIL JARDIN MODELO;EI J MODELO;4631-2059/4433-4701;JARDIN_MODELO06@YAHOO.COM.AR;C1406;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/RIAE.PHP?MENU_ID=23314;INICOM IEA;NIVEL INICIAL COMUN INSTITUTO EDUCATIVO ASISTENCIAL (IEA);GO REGISTRO DE INSTITUTOS EDUCATIVOS ASISTENCIALES;8;6;CABALLITO;06 - HOSP PIÑERO;1;10.112.895.140.000.000;10.051.842.780.000.000;INICIAL COMUN;RIEA (INSTITUTO EDUCATIVO ASISTENCIAL NO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.3823667527273;-34.6208899174586;2357;201223;20244300;202443;0;2;HUMBERTO I° 1163;HUMBERTO I° 1163;INST. SUPERIOR DE FORMACION INTEGRAL;I SUP DE FORMACION INTEGRAL;4304-7991;INFO@ISFI.EDU.AR;C1103;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/INDEX.PHP?MENU_ID=19676;OSECOM;OTROS SERVICIOS EDUCATIVOS DE LA MODALIDAD COMUN;DIR GRAL DE EDUCACION DE GESTION PRIVADA;3;1;CONSTITUCION;08 - HOSP RAMOS MEJIA;1;10.742.214.180.000.000;10.092.670.220.000.000;OTROS SERVICIOS EDUCATIVOS;IEIEO (INSTITUTO EDUCATIVO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.4704585220042;-34.6909335715823;2358;201991;20266500;202665;0;2;TABARE 6473;TABARE 6473;ESCUELA INFANTIL LOS MARINERITOS;EI LOS MARINERITOS;4605-0492;VEROVE-74@HOTMAIL.COM.AR;C1439;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/RIAE.PHP?MENU_ID=23314;INICOM IEA;NIVEL INICIAL COMUN INSTITUTO EDUCATIVO ASISTENCIAL (IEA);GO REGISTRO DE INSTITUTOS EDUCATIVOS ASISTENCIALES;21;8;VILLA RIACHUELO;09 - HOSP SANTOJANNI;1;9.934.409.110.000.000;9.315.936.790.000.000;INICIAL COMUN;RIEA (INSTITUTO EDUCATIVO ASISTENCIAL NO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.4897764669906;-34.656620316921;2359;202018;20271800;202718;0;2;SAN PEDRO 5477;SAN PEDRO 5477;ESCUELA INFANTIL SEMILLITAS I;EI SEMILLITAS I;4682-1887;JARDINMATERNALSEMILLITAS@HOTMAIL.COM;C1440;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/RIAE.PHP?MENU_ID=23314;INICOM IEA;NIVEL INICIAL COMUN INSTITUTO EDUCATIVO ASISTENCIAL (IEA);GO REGISTRO DE INSTITUTOS EDUCATIVOS ASISTENCIALES;13;9;MATADEROS;09 - HOSP SANTOJANNI;1;9.757.296.309.999.990;9.696.558.860.000.000;INICIAL COMUN;RIEA (INSTITUTO EDUCATIVO ASISTENCIAL NO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.4985722470578;-34.5927119148495;2360;201961;20262800;202628;0;2;ARGERICH 3940;ARGERICH 3940;ESCUELA INFANTIL BURBUJITAS;EI BURBUJITAS;4572-1146;BURBUJITAS2002@HOTMAIL.COM;C1419;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/RIAE.PHP?MENU_ID=23314;INICOM IEA;NIVEL INICIAL COMUN INSTITUTO EDUCATIVO ASISTENCIAL (IEA);GO REGISTRO DE INSTITUTOS EDUCATIVOS ASISTENCIALES;16;15;AGRONOMIA;12 - HOSP ZUBIZARRETA;1;9.676.415.059.999.990;10.405.493.240.000.000;INICIAL COMUN;RIEA (INSTITUTO EDUCATIVO ASISTENCIAL NO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.469489227728;-34.6079233199258;2361;201957;20255400;202554;0;2;ALEJANDRO MAGARIÑOS CERVANTES 2047;ALEJANDRO MAGARIÑOS CERVANTES 2047;ESCUELA INFANTIL MANCHITAS;EI MANCHITAS;4584-7211;JARDINMANCHITAS@YAHOO.COM.AR;C1016;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/RIAE.PHP?MENU_ID=23314;INICOM IEA;NIVEL INICIAL COMUN INSTITUTO EDUCATIVO ASISTENCIAL (IEA);GO REGISTRO DE INSTITUTOS EDUCATIVOS ASISTENCIALES;12;11;VILLA GRAL. MITRE;01 - HOSP ALVAREZ;1;9.943.228.720.000.000;10.236.804.570.000.000;INICIAL COMUN;RIEA (INSTITUTO EDUCATIVO ASISTENCIAL NO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.4463450283398;-34.6248639805557;2362;202024;20273100;202731;0;2;HORTIGUERA 216;HORTIGUERA 216;ESCUELA INFANTIL TENDERNESS;EI TENDERNESS;4432-4747;TENDERNESS@TELECENTRO.COM.AR;C1406;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/RIAE.PHP?MENU_ID=23314;INICOM IEA;NIVEL INICIAL COMUN INSTITUTO EDUCATIVO ASISTENCIAL (IEA);GO REGISTRO DE INSTITUTOS EDUCATIVOS ASISTENCIALES;8;6;CABALLITO;06 - HOSP PIÑERO;1;10.155.480.190.000.000;10.048.865.750.000.000;INICIAL COMUN;RIEA (INSTITUTO EDUCATIVO ASISTENCIAL NO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.5100793510135;-34.6191993120654;2363;201930;20255000;202550;0;2;BERMUDEZ 2112;BERMUDEZ 2112;ESCUELA INFANTIL DADDY ROSS GARDEN;EI DADDY ROSS GARDEN;4566-5497;SILIFER@GMAIL.COM;C1417;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/RIAE.PHP?MENU_ID=23314;INICOM IEA;NIVEL INICIAL COMUN INSTITUTO EDUCATIVO ASISTENCIAL (IEA);GO REGISTRO DE INSTITUTOS EDUCATIVOS ASISTENCIALES;18;10;MONTE CASTRO;11 - HOSP VELEZ SARSFIELD;1;9.570.988.980.000.000;10.111.616.080.000.000;INICIAL COMUN;RIEA (INSTITUTO EDUCATIVO ASISTENCIAL NO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.3920081968696;-34.6020876124177;2364;202086;20266200;202662;0;2;TUCUMAN 1756;TUCUMAN 1756;JARDIN MATERNO INFANTIL OSECAC CENTRO;JMI OSECAC CENTRO;4371-1691;JARDIN_CENTRO@HOTMAIL.COM;C1050;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/RIAE.PHP?MENU_ID=23314;INICOM IEA;NIVEL INICIAL COMUN INSTITUTO EDUCATIVO ASISTENCIAL (IEA);GO REGISTRO DE INSTITUTOS EDUCATIVOS ASISTENCIALES;1;1;SAN NICOLAS;08 - HOSP RAMOS MEJIA;1;10.653.941.360.000.000;10.301.316.950.000.000;INICIAL COMUN;RIEA (INSTITUTO EDUCATIVO ASISTENCIAL NO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.4421884470586;-34.6194971611271;2365;202049;20268301;202683;1;2;YERBAL 820;YERBAL 820;ESCUELA INFANTIL HERMANOS FELICES;EI HERMANOS FELICES;4901-1198;JARDINYERBAL@HOTMAIL.COM;C1439;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/RIAE.PHP?MENU_ID=23314;INICOM IEA;NIVEL INICIAL COMUN INSTITUTO EDUCATIVO ASISTENCIAL (IEA);GO REGISTRO DE INSTITUTOS EDUCATIVOS ASISTENCIALES;7;6;CABALLITO;03 - HOSP DURAND;1;10.193.609.320.000.000;10.108.394.869.999.900;INICIAL COMUN;RIEA (INSTITUTO EDUCATIVO ASISTENCIAL NO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.4428760561286;-34.6198160204146;2366;201975;20268300;202683;0;2;YERBAL 872;YERBAL 872;ESCUELA INFANTIL HERMANOS FELICES;EI HERMANOS FELICES;4433-3922;JARDINYERBAL@HOTMAIL.COM;C1439;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/RIAE.PHP?MENU_ID=23314;INICOM IEA;NIVEL INICIAL COMUN INSTITUTO EDUCATIVO ASISTENCIAL (IEA);GO REGISTRO DE INSTITUTOS EDUCATIVOS ASISTENCIALES;7;6;CABALLITO;03 - HOSP DURAND;1;10.187.302.650.000.000;10.104.858.910.000.000;INICIAL COMUN;RIEA (INSTITUTO EDUCATIVO ASISTENCIAL NO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.4935967195845;-34.6026181161051;2367;202041;20256500;202565;0;2;MELINCUE 3161;MELINCUE 3161;JARDIN ANDY PANDA;J ANDY PANDA;4503-4639;ANDYPANDAJARDIN@HOTMAIL.COM;C1417;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/RIAE.PHP?MENU_ID=23314;INICOM IEA;NIVEL INICIAL COMUN INSTITUTO EDUCATIVO ASISTENCIAL (IEA);GO REGISTRO DE INSTITUTOS EDUCATIVOS ASISTENCIALES;17;11;VILLA DEL PARQUE;12 - HOSP ZUBIZARRETA;1;9.722.093.290.000.000;10.295.615.670.000.000;INICIAL COMUN;RIEA (INSTITUTO EDUCATIVO ASISTENCIAL NO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.4673910546591;-34.5463333392325;2368;202095;20262300;202623;0;2;MANZANARES 2201;MANZANARES 2201;JARDIN TA TE TI NUÑEZ;J TA TE TI NUÑEZ;4703-3365;JARDIN_TATETINUÃ±EZ@YAHOO.COM.AR;C1429;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/RIAE.PHP?MENU_ID=23314;INICOM IEA;NIVEL INICIAL COMUN INSTITUTO EDUCATIVO ASISTENCIAL (IEA);GO REGISTRO DE INSTITUTOS EDUCATIVOS ASISTENCIALES;10;13;NUÑEZ;07 - HOSP PIROVANO;1;9.962.441.720.000.000;10.920.040.750.000.000;INICIAL COMUN;RIEA (INSTITUTO EDUCATIVO ASISTENCIAL NO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.4648586073906;-34.5473840891159;2369;201992;20270300;202703;0;2;AVDA. CRISOLOGO LARRALDE 2060;AVDA. CRISOLOGO LARRALDE 2060;ESCUELA INFANTIL LOS NARANJOS;EI LOS NARANJOS;4703-3240;JARDINLOSNARANJOS@YAHOO.COM.AR;C1429;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/RIAE.PHP?MENU_ID=23314;INICOM IEA;NIVEL INICIAL COMUN INSTITUTO EDUCATIVO ASISTENCIAL (IEA);GO REGISTRO DE INSTITUTOS EDUCATIVOS ASISTENCIALES;10;13;NUÑEZ;07 - HOSP PIROVANO;1;9.985.687.080.000.000;10.908.385.330.000.000;INICIAL COMUN;RIEA (INSTITUTO EDUCATIVO ASISTENCIAL NO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.489186265117;-34.5794223993949;2370;201963;20259100;202591;0;2;ALTOLAGUIRRE 2140;ALTOLAGUIRRE 2140;ESCUELA INFANTIL COCCOLINO;EI COCCOLINO;4521-1641;INFO@COCCOLINO.COM.AR;C1431;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/RIAE.PHP?MENU_ID=23314;INICOM IEA;NIVEL INICIAL COMUN INSTITUTO EDUCATIVO ASISTENCIAL (IEA);GO REGISTRO DE INSTITUTOS EDUCATIVOS ASISTENCIALES;15;12;VILLA URQUIZA;10 - HOSP TORNU;1;9.762.481.660.000.000;10.552.944.420.000.000;INICIAL COMUN;RIEA (INSTITUTO EDUCATIVO ASISTENCIAL NO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.4470816076811;-34.6109694953864;2371;201936;20258700;202587;0;2;PLANES 973;PLANES 973;ESCUELA INFANTIL EN MARCHA ESTOY;EI EN MARCHA ESTOY;4586-3879;ENMARCHAESTOY@YAHOO.COM.AR;C1407;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/RIAE.PHP?MENU_ID=23314;INICOM IEA;NIVEL INICIAL COMUN INSTITUTO EDUCATIVO ASISTENCIAL (IEA);GO REGISTRO DE INSTITUTOS EDUCATIVOS ASISTENCIALES;7;6;CABALLITO;03 - HOSP DURAND;1;10.148.749.420.000.000;10.203.003.310.000.000;INICIAL COMUN;RIEA (INSTITUTO EDUCATIVO ASISTENCIAL NO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.4832473760793;-34.5759600229294;2372;201953;20264300;202643;0;2;AVDA. TRIUNVIRATO 4445;AVDA. TRIUNVIRATO 4445;ESCUELA INFANTIL LA TORTUGA VIAJERA;EI LA TORTUGA VIAJERA;4521-0150;JARDINTORTUGAVIAJERA@HOTMAIL.COM;C1431;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/RIAE.PHP?MENU_ID=23314;INICOM IEA;NIVEL INICIAL COMUN INSTITUTO EDUCATIVO ASISTENCIAL (IEA);GO REGISTRO DE INSTITUTOS EDUCATIVOS ASISTENCIALES;15;12;VILLA URQUIZA;10 - HOSP TORNU;1;9.816.964.800.000.000;10.591.366.240.000.000;INICIAL COMUN;RIEA (INSTITUTO EDUCATIVO ASISTENCIAL NO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.4417719176998;-34.6072181818209;2373;201948;20254600;202546;0;2;HIDALGO 1038;HIDALGO 1038;ESCUELA INFANTIL MARIPOSA AZUL;EI MARIPOSA AZUL;4982-9423;LILIA2644@GMAIL.COM;C1405;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/RIAE.PHP?MENU_ID=23314;INICOM IEA;NIVEL INICIAL COMUN INSTITUTO EDUCATIVO ASISTENCIAL (IEA);GO REGISTRO DE INSTITUTOS EDUCATIVOS ASISTENCIALES;7;6;CABALLITO;03 - HOSP DURAND;1;10.197.457.520.000.000;10.244.609.090.000.000;INICIAL COMUN;RIEA (INSTITUTO EDUCATIVO ASISTENCIAL NO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.4369319255051;-34.579421861719;2374;201986;20263600;202636;0;2;DR. EMILIO RAVIGNANI 1978;DR. EMILIO RAVIGNANI 1978;ESCUELA INFANTIL LA TORTUGA JUANOLA;EI LA TORTUGA JUANOLA;4771-0699;LATORTUGAJUANOLA@HOTMAIL.COM;C1416;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/RIAE.PHP?MENU_ID=23314;INICOM IEA;NIVEL INICIAL COMUN INSTITUTO EDUCATIVO ASISTENCIAL (IEA);GO REGISTRO DE INSTITUTOS EDUCATIVOS ASISTENCIALES;9;14;PALERMO;04 - HOSP FERNANDEZ;1;10.241.929.740.000.000;10.552.952.090.000.000;INICIAL COMUN;RIEA (INSTITUTO EDUCATIVO ASISTENCIAL NO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.4239184607495;-34.6259778325037;2375;201904;20254500;202545;0;2;JOSE MARMOL 972;JOSE MARMOL 972;CENTRO DE EDUCACION CREATIVA LA ALDEA DEL BUEN AYRE;LA ALDEA DEL BUEN AYRE;4922-8265;LAALDEADELBUENAYRE@HOTMAIL.COM;C1260;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/RIAE.PHP?MENU_ID=23314;INICOM IEA;NIVEL INICIAL COMUN INSTITUTO EDUCATIVO ASISTENCIAL (IEA);GO REGISTRO DE INSTITUTOS EDUCATIVOS ASISTENCIALES;6;5;BOEDO;03 - HOSP DURAND;1;10.361.133.379.999.900;10.036.453.150.000.000;INICIAL COMUN;RIEA (INSTITUTO EDUCATIVO ASISTENCIAL NO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.4178896269004;-34.614182488405;2376;202081;20252200;202522;0;2;AVDA. HIPOLITO YRIGOYEN 3648;AVDA. HIPOLITO YRIGOYEN 3648;JARDIN MATERNO INFANTIL FAMILIA MENUDA;JMI FAMILIA MENUDA;4864-0196;FAMILIA_MENUDA@HOTMAIL.COM;C1208;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/RIAE.PHP?MENU_ID=23314;INICOM IEA;NIVEL INICIAL COMUN INSTITUTO EDUCATIVO ASISTENCIAL (IEA);GO REGISTRO DE INSTITUTOS EDUCATIVOS ASISTENCIALES;6;5;ALMAGRO;03 - HOSP DURAND;1;10.416.476.890.000.000;10.167.280.260.000.000;INICIAL COMUN;RIEA (INSTITUTO EDUCATIVO ASISTENCIAL NO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.5054618434838;-34.6520202421987;2377;201968;20264000;202640;0;2;OLIDEN 1385;OLIDEN 1385;ESCUELA INFANTIL DULCE JARDIN;EI DULCE JARDIN;4687-6098;HER_ANY28@YAHOO.COM.AR;C1440;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/RIAE.PHP?MENU_ID=23314;INICOM IEA;NIVEL INICIAL COMUN INSTITUTO EDUCATIVO ASISTENCIAL (IEA);GO REGISTRO DE INSTITUTOS EDUCATIVOS ASISTENCIALES;13;9;MATADEROS;09 - HOSP SANTOJANNI;1;9.613.490.150.000.000;9.747.539.610.000.000;INICIAL COMUN;RIEA (INSTITUTO EDUCATIVO ASISTENCIAL NO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.4224837849856;-34.6172742764365;2378;202126;20256000;202560;0;2;QUINTINO BOCAYUVA 448;QUINTINO BOCAYUVA 448;RECREANDO;RECREANDO;4981-6388;INFO@JARDINRECREANDO.COM.AR;C1181;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/RIAE.PHP?MENU_ID=23314;INICOM IEA;NIVEL INICIAL COMUN INSTITUTO EDUCATIVO ASISTENCIAL (IEA);GO REGISTRO DE INSTITUTOS EDUCATIVOS ASISTENCIALES;6;5;ALMAGRO;03 - HOSP DURAND;1;10.374.328.090.000.000;10.132.999.720.000.000;INICIAL COMUN;RIEA (INSTITUTO EDUCATIVO ASISTENCIAL NO INCORPORADO A LA ENSEÑANZA OFICIAL)
